MADE BY @ALEXKATSON,,,,BUY ME A BEER,,,,,,,,,
Name,Position,School,Height,Weight,Hand,Arm,Wing,40,Bench,3-Cone,Shuttle,Vertical,Broad
Craig Slocum,S,Troy,5112,198,0838,3268,7778,4.83,21,7.50,4.56,34.5,0909
Brooks Buce,K,Troy,6002,178,0828,3038,7268,4.79,--,--,--,--,--
Kyle Coale,P,Troy,5106,197,0868,2868,7038,4.98,--,7.59,--,--,--
Mike Rivers,P,Troy,6005,186,0868,3218,7638,DID NOT TEST - POSITIONAL ONLY,,,,,
Mo Hasan,QB,USC,6023,210,--,--,--,DID NOT TEST - POSITIONAL ONLY,,,,,
Travis Dye,RB,USC,5100,210,0928,2878,7028,4.82,16,--,--,27,0811
Brandon Outlaw,RB,USC,5070,181,0868,2968,7078,4.70,19,7.20,4.53,32,0904
Jordan Addison,WR,USC,5111,173,0868,3078,7448,--,--,7.05,4.19,--,--
Terrell Bynum,WR,USC,6000,188,0938,3078,7638,4.58,15,6.95,4.19,35,1001
Josh Falo,TE,USC,6053,248,1028,3358,8018,4.80,15,7.26,4.50,35,0906
Bobby Haskins,OT,USC,6057,297,0978,3300,8018,--,--,7.50,5.10,25.5,0808
Andrew Vorhees,G,USC,6060,310,1000,3218,7768,DID NOT TEST - KNEE,,,,,
Brett Neilon,C,USC,6015,286,0918,3068,7528,--,29,--,--,--,--
Brandon Pili,IDL,USC,6027,316,1048,3228,8068,5.36,24,7.75,4.95,29,0811
Tuli Tuipulotu,EDGE,USC,6030,266,1018,3228,7778,DID NOT TEST - HAMSTRING,,,,,
Mekhi Blackmon,CB,USC,5110,178,0928,3100,7458,DID NOT TEST - COMBINE,,,,,
Micah Croom,S,USC,6012,211,0948,3078,7658,4.65,16,7.46,4.45,27.5,0907
Ronald Awatt,RB,UTEP,5106,205,0828,3138,7348,4.56,16,7.22,4.36,35,0910
James Tupou,FB,UTEP,5086,229,0948,2948,7168,4.96,28,7.69,4.55,35,0810
Walter Dawn Jr.,WR,UTEP,5050,180,0818,2800,6828,4.77,6,7.20,4.35,31.5,0809
Reynaldo Flores,WR,UTEP,5111,203,0928,3018,7300,4.81,22,7.21,4.45,34,0906
Trent Thompson,TE,UTEP,6000,256,0938,3178,7758,--,32,--,--,31.5,0810
Blake Thompson,IDL,UTEP,6000,306,0968,3200,7718,5.43,23,8.25,5.06,28,0710
Jadrian Taylor,EDGE,UTEP,5116,240,0948,3338,7828,4.63,22,--,--,36,0904
Breon Hayward,LB,UTEP,5117,226,1000,3158,7700,4.87,21,7.55,4.54,31,0903
Dennis Barnes,CB,UTEP,5092,163,0868,3078,7600,4.67,--,7.13,4.20,35.5,1000
Tyreke James,S,UTEP,5100,188,0900,3118,7478,4.63,14,7.15,4.48,35.5,1000
Deshaun Trotter,S,UTEP,6021,196,0978,3300,7848,4.73,7,7.22,4.35,31,0909
Gavin Baechle,K,UTEP,6015,170,0900,3048,7300,DID NOT TEST - POSITIONAL ONLY,,,,,
MJ Link,WR,UT Permian Basin,5112,187,0958,3200,7400,4.49,14,7.09,4.31,32.5,0910
Ryan Saddler,LB,Bryant,6004,225,0958,3100,7478,4.71,18,7.00,4.22,38,0910
David Onyemem,LB,New Haven,6004,233,0928,3178,7768,4.80,16,7.29,4.62,37,1000
Marques DeShields,RB,Rhode Island,5092,204,0848,3068,7268,4.75,14,7.40,4.62,31,0908
Ed Lee,WR,Rhode Island,5083,180,0900,2978,7148,4.50,--,6.84,4.18,34.5,0911
Caleb Warren,TE,Rhode Island,6022,244,0968,3200,7648,4.86,17,7.07,4.28,38,0903
Henry Yianakopolos,LB,Rhode Island,6003,223,0928,3128,7518,4.75,23,7.06,4.25,35,0910
Jordan Jones,CB,Rhode Island,5103,186,0900,3148,7468,4.52,11,6.97,4.40,37.5,1011
Oneil Robinson,S,Rhode Island,6020,208,0938,3400,7948,4.81,11,7.10,4.31,33.5,1000
Davey Schaum-Bartocci,P,Rhode Island,6002,174,0928,3158,7618,4.97,--,--,--,24.5,--
Nolan Henderson,QB,Delaware,5114,202,0858,2968,7128,4.55,--,7.16,4.27,31.5,0906
Khory Spruill,RB,Delaware,5112,211,0900,3100,7538,4.96,13,--,4.47,30,0901
Thyrick Pitts,WR,Delaware,6016,201,0978,3278,7878,4.45,15,6.91,4.28,39,1007
Artis Hemmingway,IDL,Delaware,6011,264,0918,3238,7738,5.09,18,7.73,4.56,31.5,0810
Johnny Buchanan,LB,Delaware,5107,228,0900,3038,7478,4.71,22,7.29,4.46,40,1007
Justis Henley,CB,Delaware,5107,183,0858,3118,7438,4.75,12,7.37,4.38,37,0911
Kedrick Whitehead,S,Delaware,5101,199,0938,2958,7278,--,24,7.42,4.30,38,0911
Jake Reed,LS,Delaware,6007,282,0878,3228,7558,5.56,--,7.96,4.90,23.5,0711
Lindsey Scott Jr.,QB,Incarnate Word,5102,207,0918,3000,7268,DID NOT TEST - KNEE,,,,,
Marcus Cooper,RB,Incarnate Word,5074,181,0928,2868,6828,4.51,14,7.16,4.31,33.5,1001
Roger McCuller,FB,Incarnate Word,5104,227,0878,3000,7328,4.81,24,7.31,4.57,36,0910
Darion Chafin,WR,Incarnate Word,6014,189,--,--,--,DID NOT TEST - FOOT,,,,,
Taylor Grimes,WR,Incarnate Word,5100,186,0858,2968,7178,4.74,18,6.94,4.28,35,0906
Cameron Preston,IDL,Incarnate Word,5117,299,0928,3158,7748,5.47,17,7.98,4.85,24.5,0802
Chris Whittaker,EDGE,Incarnate Word,6025,236,0958,3228,7728,4.78,17,7.76,4.68,35,0907
Kelechi Anyalabechi,LB,Incarnate Word,5110,230,0948,3178,7700,4.69,22,7.01,4.39,38,0908
Ce'Cori Tolds,CB,Incarnate Word,5095,140,0868,2978,7128,4.63,--,--,--,--,--
Keven Nguyen,P,Incarnate Word,5094,187,0838,2900,7038,DID NOT TEST - POSITIONAL ONLY,,,,,
Joe Giordano,LS,Incarnate Word,5090,195,0928,3058,7328,DID NOT TEST - POSITIONAL ONLY,,,,,
Henry Colombi,QB,Marshall,6021,228,0878,3028,7158,5.01,--,--,--,--,--
Khalan Laborn,RB,Marshall,5085,204,0958,3000,7248,4.52,23,7.08,4.40,38.5,1005
Jacob Kirkendoll,TE,Marshall,6037,255,0978,3138,7800,4.90,25,7.91,5.00,31,0902
Stacey Marshall Jr.,TE,Marshall,6040,259,0958,3348,8100,5.08,12,7.46,4.64,29.5,0810
Kendrick Sartor,OT,Marshall,6062,324,1028,3428,8468,5.66,27,8.01,4.90,26.5,0803
Cedrice Paillant,G,Marshall,6030,312,0978,3348,8148,5.36,24,8.03,4.95,28,0811
Damion Barber,IDL,Marshall,6032,276,0978,3248,7800,--,--,7.27,4.70,27.5,0900
Esaias Carpenter,IDL,Marshall,6015,285,1038,3268,7848,5.28,26,7.87,4.81,29.5,0900
Anthony Watts,IDL,Marshall,6031,281,1000,3238,7938,--,19,--,5.06,21.5,0705
Abraham Beauplan,LB,Marshall,5110,241,0928,3168,7728,--,22,7.33,4.62,35.5,0909
Charlie Gray,LB,Marshall,6012,212,0938,3138,7548,4.94,17,7.20,4.57,31,0901
Steven Gilmore,CB,Marshall,5087,174,0848,2968,7300,4.44,12,--,--,36.5,1004
Isaiah Norman,S,Marshall,5115,206,0918,3328,7928,4.58,8,7.01,4.32,35.5,1003
Zach Appio,LS,Marshall,5100,205,0900,2900,7338,5.13,14,--,4.69,26.5,0805
Omar Manning,WR,Nebraska,6016,231,0978,3358,8018,4.85,--,--,--,29,0907
Oliver Martin,WR,Nebraska,6003,199,0948,3100,7548,4.53,12,6.90,4.13,41,1102
Trey Palmer,WR,Nebraska,6002,192,0958,3178,7618,--,--,7.13,4.26,29.5,0906
Chancellor Brewington,TE,Nebraska,6016,221,0958,3158,7478,4.62,--,7.50,4.37,36.5,0911
Travis Vokolek,TE,Nebraska,6061,259,0948,3278,7918,--,--,7.23,4.35,31,0907
Ochaun Mathis,EDGE,Nebraska,6046,250,1068,3528,8338,4.73,--,7.19,4.41,35,1003
Garrett Nelson,EDGE,Nebraska,6032,248,0958,3158,7868,4.93,22,7.24,4.18,35,0907
Chris Kolarevic,LB,Nebraska,6010,224,1018,3128,7538,4.66,21,6.88,4.22,38,1004
Caleb Tannor,LB,Nebraska,6024,237,1038,3328,7978,4.86,14,7.34,4.48,31,0908
Brandon Moore,CB,Nebraska,5116,174,0838,3178,7600,4.73,--,7.00,4.28,29.5,0901
Cameron Pieper,LS,Nebraska,6027,256,0828,3028,7600,5.39,--,7.90,4.75,23.5,0806
Brady Weas,LS,Nebraska,6013,246,0948,2968,7448,4.85,17,7.40,4.34,30.5,0901
CJ Stroud,QB,Ohio State,6030,214,1000,3258,7738,DID NOT TEST - CHOICE,,,,,
Jaxon Smith-Njigba,WR,Ohio State,6005,196,0900,3048,7548,4.52,--,--,4.21,--,--
Mitch Rossi,TE,Ohio State,6005,246,0928,3058,7358,5.03,19,7.63,4.56,30.5,0901
Paris Johnson Jr.,OT,Ohio State,6063,313,0948,3618,8518,DID NOT TEST - COMBINE,,,,,
Dawand Jones,OT,Ohio State,6082,--,1158,3638,8778,DID NOT TEST - COMBINE,,,,,
Luke Wypler,C,Ohio State,6025,303,0958,3158,7718,DID NOT TEST - COMBINE,,,,,
Jerron Cage,IDL,Ohio State,6020,311,0978,3278,7978,5.35,--,7.89,4.98,26,0811
Taron Vincent,IDL,Ohio State,6013,304,0900,3228,7758,5.15,26,8.00,4.80,26.5,0800
Zach Harrison,EDGE,Ohio State,6054,269,1000,3628,8548,--,--,7.33,4.66,34.5,1003
Palaie Gaoteote,LB,Ohio State,6015,247,0978,3200,7728,5.06,22,7.45,4.43,32.5,0907
Cameron Brown,CB,Ohio State,6000,199,0900,3100,7578,4.57,10,7.12,4.59,35.5,0907
Kellyn Gerenstein,CB,Ohio State,5091,193,0900,2938,7158,4.53,7,7.39,4.37,33.5,0904
Ronnie Hickman,S,Ohio State,6004,209,0938,3300,7800,DID NOT TEST - HIP,,,,,
Tanner McCalister,S,Ohio State,5104,191,0928,3028,7358,4.47,22,6.90,4.18,37,1003
Bradley Robinson,LS,Ohio State,6011,240,0868,3068,7428,--,17,--,--,--,--
Allen Smith,RB,Brown,5095,207,0968,3058,7358,4.57,18,7.00,4.05,38.5,1006
Elijah Cooks,WR,San Jose State,6036,219,0948,3300,8000,4.51,16,7.10,4.25,37.5,1003
Viliami Fehoko,IDL,San Jose State,6036,282,0900,3300,7768,4.77,--,7.32,4.73,30,0804
Kyle Harmon,LB,San Jose State,6000,238,0918,3000,7348,4.77,21,7.52,4.47,34.5,0906
Nehemiah Shelton,CB,San Jose State,6001,183,0928,3178,7778,4.77,6,7.11,4.36,35,0904
Chris Coleman,WR,Cal Poly,5102,192,0948,3100,7438,4.51,15,7.10,4.26,36,1007
James Walker,G,SE Oklahoma State,6036,310,1018,3278,8058,5.51,20,8.21,4.95,23,0801
Dau'Quawn Montgomery,C,SE Oklahoma State,6003,326,0938,3058,7348,5.99,20,8.90,5.27,22.5,0704
Maalik Hall,LB,SE Oklahoma State,6004,235,0968,3228,7758,4.50,22,7.45,4.34,38.5,1007
KeShawn Somerville,CB,SE Oklahoma State,5101,188,0928,2958,7118,4.63,9,7.63,4.50,31.5,0910
Ja'Lon Freeman,S,SE Oklahoma State,5095,186,0878,2968,7028,4.55,16,7.32,4.32,34,1000
Rashee Rice,WR,SMU,6005,204,0948,3268,7738,--,--,7.02,4.23,--,--
Austin Upshaw,WR,SMU,6005,187,0918,3148,7500,4.80,3,7.20,4.63,29,0908
Ben Redding,TE,SMU,6035,240,0958,3278,7668,4.85,18,7.89,4.51,31,0903
Jaylon Thomas,G,SMU,6032,304,1000,3178,7758,4.95,--,7.99,4.89,31,0900
Junior Aho,EDGE,SMU,6022,260,0900,3378,7978,4.59,--,7.38,4.90,33.5,1003
Gary Wiley,EDGE,SMU,6017,240,0948,3368,7958,5.07,--,--,--,28,--
Jimmy Phillips Jr.,LB,SMU,6012,232,0928,3200,7900,4.68,--,7.69,4.46,31.5,0906
Shanon Reid,LB,SMU,6000,228,0958,3228,7848,4.62,14,7.42,4.52,32.5,1003
Isaac Slade-Matautia,LB,SMU,6001,225,0918,3118,7678,4.76,16,7.07,4.47,37,1004
Armani Johnson,CB,SMU,5105,179,0828,3100,7348,4.80,10,7.02,4.32,34.5,1005
Nick Roberts,S,SMU,5097,189,0878,2868,7058,4.58,16,7.10,4.47,30,0905
Tanner McKee,QB,Stanford,6062,231,0938,3278,7918,DID NOT TEST - COMBINE,,,,,
Elijah Higgins,WR,Stanford,6030,239,1048,3168,7768,--,17,7.13,4.50,--,--
Brycen Tremayne,WR,Stanford,6041,204,0958,3348,7878,4.63,21,6.90,4.26,32,1002
Michael Wilson,WR,Stanford,6017,213,0968,3100,7518,4.61,--,6.81,4.17,--,--
Ethan Bonner,CB,Stanford,6010,186,0938,3100,7438,4.40,--,6.78,4.18,35.5,1007
Kyu Blu Kelly,CB,Stanford,6002,191,0968,3200,7658,--,--,6.93,4.35,--,--
Kendall Williamson,S,Stanford,6004,202,0948,3200,7828,4.49,17,7.01,4.38,38.5,1004
Caleb Phillips,TE,Hawaii,6046,230,0948,3158,,4.81,15,7.10,4.41,31,1000
Jose Barbon,WR,Temple,5106,182,0838,2948,7218,4.49,--,6.96,4.22,34,1008
Adonicas Sanders,WR,Temple,6001,189,0928,3038,7518,4.59,11,7.27,4.33,32,0910
Isaac Moore,OT,Temple,6061,299,1000,3268,7938,5.70,17,7.94,4.96,24,0710
Adam Klein,G,Temple,6034,294,0900,3148,7700,5.39,19,7.92,4.90,29,0808
Xach Gill,IDL,Temple,6037,297,1048,3428,8468,5.42,14,7.56,4.72,24.5,0805
Cameron Ruiz,CB,Temple,5091,181,0900,3028,7228,4.57,14,7.25,4.40,34.5,1009
Jalen Ware,S,Temple,5097,173,0828,3028,7300,4.57,5,7.01,4.27,36,0906
Mackenzie Morgan,P,Temple,6020,206,0928,3028,7158,--,16,--,--,--,--
Jerome Kapp,WR,Kutztown,6014,191,1000,3228,7838,4.58,13,6.79,4.35,36,1005
Tyler Tate,EDGE,Millersville,6013,259,0938,3248,8168,4.88,--,7.22,4.70,32.5,1006
Javen Banks,WR,Texas State,6006,177,0818,3258,7700,4.63,6,7.32,4.56,35.5,0908
Marcell Barbee,WR,Texas State,6007,195,0938,3228,7628,4.68,10,7.15,4.40,33.5,0909
Rontavius Groves,WR,Texas State,5104,183,0918,3118,7168,4.64,11,7.02,4.30,33.5,0906
Dennis Robinson,WR,Texas State,6051,218,0928,3438,8228,4.87,13,7.44,4.41,31.5,0902
Richard West,OT,Texas State,6046,309,1000,3228,7738,5.56,22,8.40,5.08,26.5,0809
Russell Baker,G,Texas State,6041,317,0968,3258,7800,5.79,24,--,--,25,0707
Nico Ezidore,IDL,Texas State,6013,278,0928,3378,8000,5.10,24,7.95,4.60,34,0902
Levi Bell,EDGE,Texas State,5114,262,0948,3138,7528,4.59,33,7.32,4.40,37.5,1007
Nelson Mbanasor,EDGE,Texas State,6023,248,0900,3148,7568,4.80,23,7.50,4.37,35,0901
London Harris,LB,Texas State,6007,231,0928,3328,7818,4.63,25,7.52,4.50,38,1002
Sione Tupou,LB,Texas State,5112,236,0958,3100,7448,--,20,7.69,4.53,32.5,--
Kordell Rodgers,CB,Texas State,5105,183,0868,2958,7200,4.67,--,7.27,4.40,35.5,0908
DeWayne McBride,RB,UAB,5103,215,0948,3058,7318,--,20,--,--,--,--
Trea Shropshire,WR,UAB,6022,192,0918,3228,7848,4.55,7,7.20,4.50,30,1002
Kadeem Telfort,OT,UAB,6074,322,0848,3600,8600,5.43,19,8.70,5.10,24.5,0800
Sidney Wells,OT,UAB,6041,323,1058,3438,8300,5.87,8,8.62,5.21,19.5,0704
Matthew Trehern,G,UAB,6030,314,1028,3138,7928,5.20,25,7.81,4.87,26,0809
Isaiah Forte,IDL,UAB,6015,280,1028,3168,7638,5.31,17,8.58,5.08,22,0801
Kelle Sanders,EDGE,UAB,6044,246,0978,3338,8138,4.85,18,7.84,4.60,29.5,0906
Reynard Ellis,LB,UAB,5114,243,0948,3018,7348,4.83,22,7.69,4.58,31.5,0904
Kyle Harrell,LB,UAB,6002,223,0838,3148,7618,4.65,16,7.27,4.38,35.5,1010
Tyler Taylor,LB,UAB,6012,233,0928,3378,8258,4.80,13,7.44,4.58,31,1002
Noah Wilder,LB,UAB,5116,230,0948,3000,7300,4.94,20,7.45,4.57,32.5,0907
Devodric Bynum,CB,UAB,5101,183,0900,3000,7318,4.42,15,7.16,4.40,37.5,1001
CD Daniels,CB,UAB,6011,177,0968,3238,7778,4.85,4,7.24,4.54,25,0902
Starling Thomas V,CB,UAB,5101,190,0958,3058,7438,4.38,14,7.29,4.36,37.5,1005
Will Boler,S,UAB,5113,207,0938,3168,7748,4.71,9,7.40,4.59,36.5,1004
Grayson Cash,S,UAB,5116,196,0848,2938,7218,4.60,15,7.45,4.52,28.5,1001
Kyle Greenwell,P,UAB,6005,195,0968,3068,7328,DID NOT TEST - POSITIONAL ONLY,,,,,
Kendric Johnson,TE,Alabama A&M,6021,254,0948,3158,7728,5.18,--,7.90,4.83,27.5,0811
Brandon Gaddy,IDL,Alabama State,6024,314,1028,3178,7848,5.60,--,8.33,5.20,24,0807
Nelson Jordan II,EDGE,Alabama State,6014,244,0978,3238,7858,4.96,23,7.56,4.69,29.5,0907
Naytron Culpepper,CB,Alabama State,5105,195,0928,3128,7648,4.72,12,7.44,4.44,29.5,0905
Keenan Isaac,CB,Alabama State,6014,185,0868,3248,7900,4.59,--,6.90,4.25,33,1108
Matt Laroche,RB,Jacksonville State,5080,177,0918,2918,7168,4.58,17,7.24,4.32,29,0907
Ye'Majesty Sanders,G,Jacksonville State,6040,278,0948,3438,8418,5.30,--,8.18,4.91,26.5,0902
Markail Benton,LB,Jacksonville State,6013,220,0938,3068,7368,--,13,--,--,--,--
Stevonte Tullis,LB,Jacksonville State,5105,200,0858,2968,7268,4.88,17,7.64,4.69,31,0907
Yul Gowdy,CB,Jacksonville State,5086,176,0838,3058,7148,4.64,12,7.68,4.58,30.5,0906
Jarius Grayson,CB,Miles,5097,170,0858,3000,7438,4.68,--,7.52,4.69,28,0901
Corson Swan,TE,North Alabama,6026,240,0948,3068,7500,4.76,21,7.61,4.56,31.5,1006
Terrell Bailey,CB,North Alabama,5104,169,0900,3068,7368,4.71,4,7.41,4.56,28,0905
Kyree Fields,S,North Alabama,5104,211,0878,3038,7318,DID NOT TEST - KNEE,,,,,
Gavin Orr,G,Samford,6026,302,0968,3068,7658,5.36,23,7.33,4.84,24.5,0808
Tay Berry,IDL,Samford,6006,287,0968,3228,7758,5.26,22,8.26,5.01,26,0809
Nathan East,LB,Samford,6010,229,0878,3038,7528,4.59,23,7.11,4.10,35.5,1003
Drew Mims,LB,Samford,5115,229,1000,3000,7438,4.86,17,7.55,4.69,33.5,0908
Trey Elston,CB,Samford,6003,192,0868,3048,7338,4.58,14,7.24,4.35,33.5,0911
Emmanuel Flowers,S,Samford,6006,191,0900,3100,7478,4.68,15,7.25,4.51,31,0911
Koi Freeman,S,Samford,6005,194,1000,3300,7878,4.77,10,7.32,4.55,35.5,1007
Isaiah Richardson,S,Samford,6000,199,0928,3148,7648,4.98,14,7.44,4.66,29.5,0907
Taurean Taylor,RB,Tuskegee,5047,187,0878,2800,6868,4.70,14,8.00,4.56,30,0809
Delvin Salter,G,West Alabama,6035,303,1028,3268,8000,--,--,--,--,22,0802
Kordell Watts,C,West Alabama,6023,313,0900,3438,8248,5.74,15,8.87,5.43,22.5,0706
Michael Anderson,LB,West Alabama,5105,200,0928,3078,7438,4.87,10,8.30,4.66,28.5,0907
De Mays,CB,West Alabama,5106,183,0900,3038,7200,4.61,10,7.39,4.44,29,1001
Gabriel Dunkle,K,West Alabama,5092,180,0858,2818,6868,DID NOT TEST - POSITIONAL ONLY,,,,,
Robert Burns,RB,UConn,5111,222,1000,3028,7328,4.66,21,6.99,4.31,36.5,1008
Jake Guidone,C,UConn,6030,299,0918,3138,7700,5.16,26,7.81,4.68,31.5,0903
Marquez Bembry,LB,UConn,6020,221,0900,3328,8038,4.61,20,--,4.25,32,0910
Brandon Bouyer-Randle,LB,UConn,6024,238,1058,3400,8128,4.65,21,7.18,4.31,36,1001
Ian Swenson,LB,UConn,6011,217,0948,3178,7700,4.57,16,6.90,4.28,41.5,1105
Tre Wortham,CB,UConn,6006,196,0948,3038,7468,4.77,17,7.19,4.28,37.5,1008
Tommy Zozus,LS,UConn,6006,247,0928,3200,7668,5.21,17,--,--,25.5,0808
Chizi Umunakwe,LB,Central Connecticut,,,,,,,27,,,,
Logan Bonner,QB,Utah State,6003,223,0958,3100,7248,4.77,--,7.21,4.37,32,0908
Calvin Tyler Jr.,RB,Utah State,5075,204,0848,2838,6800,4.56,14,7.23,4.34,34,0900
Brian Cobbs,WR,Utah State,6015,206,1028,3128,7568,4.71,13,7.33,4.45,33.5,0911
Justin McGriff,WR,Utah State,6047,216,0948,3338,8058,4.65,11,7.38,4.52,28.5,0901
Alfred Edwards,OT,Utah State,6071,327,0868,3448,8338,5.07,16,8.45,4.89,32,0803
Chandler Dolphin,G,Utah State,6027,308,0858,3100,7548,5.57,29,8.44,4.95,29,0804
Gurvan Hall,S,Utah State,5111,177,0918,3200,7668,4.45,--,7.12,4.53,32,1002
Hunter Reynolds,S,Utah State,5111,204,0948,3100,7528,4.53,17,7.36,4.48,--,--
Connor Coles,K,Utah State,5112,220,0818,3078,7538,DID NOT TEST - POSITIONAL ONLY,,,,,
Trelon Smith,RB,UTSA,5085,180,0938,3138,7338,4.64,10,7.12,4.47,29,0908
Ahofitu Maka,C,UTSA,6026,310,0938,3328,7900,5.23,22,7.91,4.84,28.5,0804
Lamonte McDougle,IDL,UTSA,5096,302,0958,3200,7500,5.63,30,7.94,5.19,25,0806
Trevor Harmanson,LB,UTSA,6022,229,0918,3418,8228,4.77,21,7.22,4.58,34.5,0910
Dru Prox,LB,UTSA,6001,228,0928,3248,7900,4.74,--,7.20,4.32,30.5,0903
Corey Mayfield Jr.,CB,UTSA,5102,190,0868,3078,7500,4.49,--,7.06,4.30,36.5,0911
Clifford Chattman,S,UTSA,6051,201,0928,3200,7658,4.63,15,7.12,4.52,34.5,1003
Dadrian Taylor,S,UTSA,5105,181,0918,3148,7568,4.65,--,7.08,4.59,35,0911
Jared Sackett,K,UTSA,6005,189,0858,2918,7168,DID NOT TEST - POSITIONAL ONLY,,,,,
Caleb Cantrell,LS,UTSA,5101,229,0978,2958,7078,4.83,27,7.58,4.62,32,0903
Keytaon Thompson,WR,Virginia,6037,218,1028,3338,7948,4.66,--,7.12,4.35,34.5,1000
Dontayvion Wicks,WR,Virginia,6013,206,1000,3238,7978,4.58,--,6.91,4.20,36.5,--
Anthony Johnson,CB,Virginia,6015,205,0858,3258,7728,--,--,7.06,4.41,--,--
Darrius Bratton,S,Virginia,6001,183,0868,3158,7648,4.52,8,7.20,4.47,38.5,1103
Robert Soderholm III,LS,VMI,5114,240,,,,,27,,,29,0904
Josh Davis,RB,Weber State,5080,190,0948,2938,7128,4.72,16,7.23,4.37,38,1003
Ty MacPherson,WR,Weber State,5114,187,0848,3100,7468,4.62,9,6.65,4.10,35,1002
Justin Malone,TE,Weber State,6017,235,0978,3228,7558,4.91,15,7.31,4.44,34.5,0910
Desmond Williams,S,Weber State,5113,196,--,--,--,--,21,--,--,--,--
Bryce Young,QB,Alabama,5101,--,0968,3048,7348,DID NOT TEST - CHOICE,,,,,
Jahmyr Gibbs,RB,Alabama,5091,199,0928,3048,7418,DID NOT TEST - COMBINE,,,,,
Cameron Latu,TE,Alabama,6043,242,0948,3238,7918,4.78,14,7.31,4.32,32.5,1000
Tyler Steen,OT,Alabama,6060,321,1048,3268,8048,--,--,7.78,4.50,--,--
Emil Ekiyor Jr.,G,Alabama,6024,314,0948,3378,8258,DID NOT TEST - COMBINE,,,,,
Kendall Randolph,G,Alabama,6043,300,1048,3248,8158,--,23,8.06,4.87,27,0805
DJ Dale,IDL,Alabama,6007,302,0968,3278,7858,--,--,--,--,25,0800
Byron Young,IDL,Alabama,6033,294,1100,3438,8118,--,--,--,--,--,0809
Will Anderson Jr.,EDGE,Alabama,6034,253,0978,3378,8100,DID NOT TEST - COMBINE,,,,,
Jaylen Moody,LB,Alabama,6006,225,0918,3000,7268,DID NOT TEST - FOOT,,,,,
Henry To'o To'o,LB,Alabama,6010,227,1028,3268,7738,DID NOT TEST - COMBINE,,,,,
Eli Ricks,CB,Alabama,6020,190,0878,3238,7878,4.60,--,7.44,--,35,1007
Jordan Battle,S,Alabama,6010,209,0848,3200,7458,--,--,7.31,4.37,29.5,0906
Brian Branch,S,Alabama,5115,190,0948,3068,7528,--,--,--,4.45,37.5,--
DeMarcco Hellams,S,Alabama,6005,203,0900,3100,7478,--,--,7.29,4.57,30.5,--
Daniel Scott,S,Cal,6007,208,1000,3028,7438,DID NOT TEST - COMBINE,,,,,
Jamieson Sheahan,P,Cal,5112,205,0918,3000,7100,DID NOT TEST - POSITIONAL ONLY,,,,,
Charles McClelland,RB,Cincinnati,5106,192,0848,2968,7100,4.56,12,7.46,4.60,32,0910
Tyler Scott,WR,Cincinnati,5097,177,0900,3078,7268,4.39,15,6.99,4.25,--,--
Tre Tucker,WR,Cincinnati,5085,182,0858,2878,7038,4.39,16,7.07,4.49,--,--
Leonard Taylor,TE,Cincinnati,6045,250,1018,3268,8048,--,10,--,4.98,--,--
Josh Whyle,TE,Cincinnati,6064,248,0948,3148,7738,--,15,7.15,4.40,--,--
Lorenz Metz,OT,Cincinnati,6090,316,1058,3428,8400,5.30,26,7.63,4.82,26.5,0807
James Tunstall,OT,Cincinnati,6065,304,1028,3438,8428,5.22,20,7.82,4.77,30,0902
Jeremy Cooper,G,Cincinnati,6020,319,1148,3418,8268,5.28,23,7.90,4.84,28,0709
Dylan O'Quinn,G,Cincinnati,6044,298,0978,3238,7748,5.27,--,7.80,4.58,28,0808
Jabari Taylor,IDL,Cincinnati,6006,278,0928,3228,7728,4.87,21,7.78,4.94,30.5,0902
Will Huber,LB,Cincinnati,6040,241,0968,3238,8000,4.72,18,6.91,4.45,35,1004
Ivan Pace Jr.,LB,Cincinnati,5104,222,0948,3028,7200,4.62,22,7.18,4.40,35,0908
Ty Van Fossen,LB,Cincinnati,6015,230,0878,3038,7500,4.68,18,7.19,4.39,35.5,0907
Arquon Bush,CB,Cincinnati,5117,187,0928,2978,7238,--,11,7.32,4.45,--,--
Ja'von Hicks,S,Cincinnati,6007,205,0968,3248,7778,4.60,--,--,--,33.5,--
Cornelius McCoy,WR,Eastern Kentucky,5104,179,0928,3048,7448,4.79,9,7.64,4.57,31,0909
Dakota Allen,TE,Eastern Kentucky,6037,244,0968,3028,7400,DID NOT TEST - KNEE,,,,,
Joeseph Sewell,TE,Eastern Kentucky,6017,245,0928,3100,7518,4.98,11,7.40,4.60,31,0904
Howard Watkins Jr.,C,Eastern Kentucky,6026,289,0958,3328,7978,5.54,14,9.00,5.44,26,0804
TK McLendon Jr.,IDL,Eastern Kentucky,6040,275,0948,3348,8238,5.04,--,8.08,4.75,36.5,1007
Matt Jackson,LB,Eastern Kentucky,6014,209,0900,3128,7548,4.52,17,7.01,4.37,38.5,1102
Josh Hayes,CB,Eastern Kentucky,5104,180,0958,3128,7518,4.92,9,8.01,4.61,34,1000
Jett Hendrix,S,Eastern Kentucky,5106,186,0758,2948,6828,4.79,17,7.63,4.71,32.5,0908
Peter Oliver,RB,Holy Cross,5114,217,1000,3128,7738,4.69,15,7.23,4.53,37.5,1003
Liam Anderson,LB,Holy Cross,6027,226,0928,2928,7048,4.55,20,7.12,4.35,33.5,1008
